dd	1666700
safry	1364012
scco	1001838
race	1648416
roku	1428439
cfruy	948401
ubs	1610520
olcly	1545460
ew	1099800
phg	313216
vlvly	753762
bsx	885725
mco	1059556
san	891478
pgr	80661
hum	49071
itub	1132597
fanuy	1446596
csuay	1445470
pdrdy	899108
relx	929869
noc	1133421
emr	32604
etn	1551182
bmo	927971
chpxy	1528541
bx	1393818
nem	1164727
stla	1605484
nxpi	1413447
lzagy	1446711
wfafy	1436381
crwd	1535527
gwlly	1536278
wm	823768
aon	315293
dg	29534
cof	927628
mnst	865752
vod	839923
bcmxy	1447011
tal	1499620
abev	1565025
hmc	715153
glncy	1524684
epd	1061219
cvna	1690820
gld	1222333
ceo	1095595
tme	1744676
klac	319201
kmb	55785
jmhly	870016
kdp	1418135
cp	16875
amx	1129137
vnja	1532383
docu	1261333
danoy	1048515
dnzoy	1446598
pins	1506293
met	1099219
smfg	1022837
vwdry	1330306
lulu	1397187
lu	1816007
eric	717826
f	37996
pton	1639825
veev	1393052
biib	875045
algn	1097149
rkt	1805284
puk	1116578
itocy	355363
gd	40533
ea	712515
cmg	1058090
wba	1618921
ctsh	1058290
bili	1723690
idxx	874716
ngg	1004315
twtr	1418091
chwy	1766502
tri	1075124
stz	16918
dlr	1297996
u	1810806
zijmy	1459580
tel	1385157
exc	1109357
rop	882835
fcx	831259
knyjy	1436793
trp	1232384
psa	1393311
khc	1637459
snps	883241
ebay	1065088
aep	4904
gold	756894
rost	745732
sxyay	1575851
dow	1751788
hnnmy	1396282
ahchy	1448987
bax	10456
ecify	1387438
vonoy	1652630
mtch	891103
bbd	1160330
tdoc	1477449
mchp	827054
bce	718940
mar	1048286
cm	1045520
gvdny	1121631
aph	820313
cdns	813672
lvs	1300514
aptv	1521332
ttd	1671933
stm	932787
a	1090872
jshly	879875
dxcm	1093557
jci	833444
lhx	202058
csgp	1057352
syy	96021
gelyy	1474968
sre	1032208
mtcpy	1159204
bk	1390777
rlx	1828365
alc	1167379
mrvl	1058057
mfc	1086888
trow	1113169
e	1002242
gis	40704
xpev	1810997
ing	1039765
info	1598014
panw	1327567
trv	86312
lbrda	1611983
rng	1384905
iqv	1478242
cnc	1071739
ph	76334
okta	1660134
cmi	26172
msci	1408198
mfg	1335730
xel	72903
tt	1466258
chcjy	1495687
ctas	723254
ovchy	1448817
alxn	899866
vivhy	1127055
hcmly	948696
crary	1279967
lgfry	1554394
carr	1783180
rht	1087423
svndy	1359519
xlnx	743988
crh	849395
pdypy	1627168
all	899051
cmaky	1453056
ppg	79879
zg	1617640
lyg	1160106
clpby	1294325
wit	1123799
bcs	312069
viac	813828
aig	5272
payx	723531
schyy	1491703
cs	1159510
afl	4977
zbh	1136869
plug	1093691
kmi	1506307
orly	898173
pcar	75362
anss	1013462
hpq	47217
bgne	1651308
oran	1038143
pru	1137774
yum	1041061
tdg	1260221
ddog	1561550
sbac	1034054
slb	87347
vfc	103379
swks	4127
rdsmy	1339422
alpmy	1446390
htht	1483994
spg	1063761
dboey	1437147
yahoy	1446437
ctva	1755672
bbva	842180
cht	1132924
vrsk	1442145
hsy	47111
es	72741
eog	821189
trumy	1446672
msi	68505
rmd	943819
edu	1372920
psx	1534701
zto	1677250
rweoy	939380
awk	1410636
bll	9389
kbcsy	1411133
rprx	1802768
sgen	1060736
amady	1502104
rsg	1060391
lyb	1489393
w	1616707
zlndy	1638747
peg	788784
mck	927653
rok	1024478
li	1791706
ntr	1725964
crbjy	1454471
hlt	1585689
mpc	1510295
mtd	1037646
adm	7084
ibkr	1381197
dhi	882184
bsbr	1471055
otis	1781335
bntx	1776985
wec	783325
swk	93556
bby	764478
splk	1353283
asazy	1253493
khngy	1451287
glw	24741
slf	1097362
zs	1713683
ckhuy	1637120
oaofy	1058255
arzgy	1379235
gctay	1158089
cnq	1017413
nok	924613
cjpry	1334687
wltw	1140536
codyy	1012037
fast	815556
gmab	1434265
ctryy	1462886
bfa	14693
siri	908937
tu	868675
unicy	1095054
keys	1601046
clx	21076
luv	92380
aonny	1300175
ame	1037868
azo	866787
cprt	900075
afrm	1820953
well	766704
xp	1787425
pxd	1038357
wcn	1318220
wmb	107263
weicy	1452191
su	311337
len	920760
etsy	1370637
kr	56873
ssmxy	1517231
hrl	48465
dfs	1393612
frc	1132979
gasny	1269920
stt	93751
mgddy	896076
net	1477333
work	1764925
fmx	1061736
etp-pc	1161154
nwg	844150
cern	804753
dia	1041130
tyidy	1130894
mxim	743316
yumc	1673358
mplx	1552000
dal	27904
egrny	1595085
mdy	936958
ftnt	1262039
ec	1444406
cgemy	1084656
anet	1596532
wy	106535
pugoy	908829
mkc	63754
dltr	935703
ed	1047862
sivb	719739
tef	814052
saxpy	1436778
caj	16988
mt	1243429
ejpry	1093028
enph	1463101
fnv	1456346
are	1035443
amp	820027
otsky	1544613
tsn	100493
odfl	878927
exas	1124140
ashty	1518258
eqr	906107
dte	936340
ttwo	946581
stne	1745431
avb	915912
rci	733099
gsx	1768259
kkr	1404912
coup	1385867
vlo	1035002
payc	1590955
lh	920148
fms	1333141
pcg	1004980
ndaq	1120193
vrsn	1014473
mdb	1441816
szkmy	1263521
tlk	1001807
umc	1033767
sgsoy	1069347
ftv	1659166
o	726728
grmn	1121788
yndx	1513845
mga	749098
ajg	354190
smnny	1640117
gbery	1179029
cabhf	1436647
cncn	1191334
wst	105770
eix	827052
efx	33185
abc	1140859
cicoy	1445161
fojcy	1436740
ccep	1650107
ztcoy	1445156
mktx	1278021
ppl	922224
poahy	1450346
dkng	1772757
cbre	1138118
holx	859737
haity	1553473
db	1159508
wish	1822250
vtrs	1792044
zbra	877212
gwlif	850918
bkr	1701605
fitb	35527
ccl	815097
qrvo	1604778
chd	313927
flt	1175454
baesy	895564
nrily	1179493
cha	1191255
gib	1061574
svnly	1448613
syf	1601712
atus	1702780
k	55067
ftch	1740915
vmc	1396009
rnecy	1246135
ui	1511737
ix	1070304
epam	1352010
gds	1526125
incy	879169
tlpfy	1450682
gww	277135
vips	1529192
cdw	1402057
akzoy	3124
ryaay	1038683
ucbjy	1290640
ip	51434
wpm	1323404
iac	1800227
gdrx	1809519
zi	1794515
ter	97210
ctlt	1596783
thlly	1722401
imbby	1072670
etr	65984
txg	1770787
cqp	1383650
kmx	1170010
oxy	797468
mtsfy	1446641
fts	1666175
snn	845982
ntrs	73124
foxa	1754301
ksu	54480
chkp	1015922
cghly	1550635
tcom	1269238
mlm	916076
disca	1437107
uri	1067701
wmg	1319161
akam	1086222
xngsy	1454948
pkx	889132
nvax	1000694
qsr	1618756
expe	1324424
aee	1002910
dgx	1022079
coo	711404
frrvy	1438571
logi	1032975
cuk	1125259
tlsny	1169870
vtr	740260
rol	84839
ir	1699150
oke	1039684
sbhmy	1604982
cnhi	1567094
alb	915913
apo	1411494
tfx	96943
bio	12208
wdc	106040
hubs	1404655
fandy	1454175
xyl	1524472
snmry	1437771
chu	1113866
podd	1145197
alny	1178670
hig	874766
tru	1552033
zen	1463172
aem	2809
tyl	860731
iau	1278680
et	1276187
iq	1722608
cvac	1809122
nvzmy	1131345
amcr	1748790
avtr	1722482
syiey	1444718
pags	1712807
mtb	36270
invh	1687229
pki	31791
hznp	1492426
dov	29905
trmb	864749
fe	1031296
br	1383312
sgioy	1281721
grfs	1438569
key	91576
nvr	906163
hes	4447
cag	23217
wat	1000697
rf	1281761
nice	1003935
mpwr	1280452
nvcr	1645113
aes	874761
burl	1579298
alsmy	1062066
ppccy	1446747
cms	811156
peak	765880
ctxs	877890
ssnc	1402436
tsco	916365
nipnf	72127
gnrc	1474735
whlkf	1449594
penn	921738
nmr	1163653
var	203527
tif	98246
hpe	1645590
cah	721371
ptc	857005
sui	912593
lng	3570
ste	1757898
ulta	1403568
cfg	759944
zlioy	1546084
skm	1015650
bpy	1545772
stx	1137789
hal	45012
ess	920522
lsxma	1560385
gme	1326380
rcl	884887
dri	940944
gh	1576280
prdsy	1527249
dish	1001082
abmd	815094
sonvy	1450681
maa	912595
bip	1406234
qs	1811414
sedg	1419612
ophly	940821
suz	909327
exr	1289490
expd	746515
hei	46619
dre	783280
on	1097864
bmrn	1048477
argx	1697862
kb	1445930
cgc	1737927
ldos	1336920
caixy	1535628
fujhy	800364
dqjcy	1446597
swgay	1438845
szlmy	1438844
nue	73309
appn	1441683
ntap	1002047
czr	1590895
hdely	1400691
tw	1758730
agr	1634997
shg	1263043
dpz	1286681
cgnx	851205
asx	1122411
pba	1546066
cpb	16732
wab	943452
wix	1576789
jbht	728535
ally	40729
mgm	789570
lyft	1759509
pool	945841
lyv	1335258
zlab	1704292
mas	62996
iex	832101
ce	1306830
imo	49938
abcl	1703057
masi	937556
athm	1527636
fmc	37785
open	1801169
futu	1754581
cday	1725057
ckisy	1065989
atasy	1437775
vici	1705696
rjf	720005
elan	1739104
cinf	20286
bxp	1037540
lbtya	1570585
viv	1066119
iff	51253
umicy	1477038
yasky	1559460
run	1469367
tdy	1094285
entg	1101302
it	749251
ndeky	353991
pfg	1126328
sqm	909037
gddy	1609711
gpc	40987
mkl	1096343
kikoy	1446656
nngry	1690981
emn	915389
omc	29989
ednmy	1581671
hban	49196
ben	38777
dva	927066
iep	813762
kkpny	1001474
estc	1707753
crl	1100682
nuan	1002517
kep	887225
fico	814547
j	52988
ai	1577526
bki	1627014
tech	842023
wpp	806968
monoy	1583055
szsay	1444147
pubgy	1050952
acgl	947484
ttm	926042
has	46080
lumn	18926
avlr	1348036
cxo	1358071
sjm	91419
erie	922621
fosuy	1462456
pkg	75677
avy	8818
jxhly	1487533
jbaxy	1475011
ysg	1819580
nlok	849399
qgen	1015820
cree	895419
moh	1179929
smg	825542
jhx	1159152
bep	1533232
l	60086
spce	1706946
otex	1002638
znh	1041668
ubsfy	1446702
mpw	1287865
cve	1475260
osh	1564406
coihy	1513977
ual	100517
crsp	1674416
fsly	1517413
mtuay	1342237
smfky	1537547
teva	818686
cck	1219601
chgg	1364954
rnlsy	1416039
iktsy	1444714
ipgp	1111928
ntco	1776967
smmyy	1551402
fbhs	1519751
bntgy	1533945
lnt	352541
evrg	1711269
clpxy	1490083
bro	79282
cabo	1632127
dvcmy	1163417
ffiv	1048695
bap	1001290
phm	822416
cjewy	1555574
dt	1773383
sam	949870
pltk	1828016
ndvly	800928
fds	1013237
kc	1795589
wpc	1025378
xray	818479
chrw	1043277
siely	1453732
psmmy	1439580
ppd	1793294
gjnsy	1531384
cgasy	1555207
enia	912505
ranjy	1112439
lb	701985
aeoxf	1450280
ggg	42888
ihg	858446
nly	1043219
bsy	1031308
cnp	1130310
maruy	801645
whr	106640
cg	1527166
wtrg	78128
bah	1443646
els	895417
ggdvy	925428
sbsw	1786909
sbysf	1783546
shcay	800840
udr	74208
jkhy	779152
nwsa	1564708
rgen	730272
dvn	1090012
oled	1005284
wrb	11544
ato	731802
bynd	1655210
eqh	1333986
amigy	1438930
hrgly	1528651
trex	1069878
alfvy	863344
lw	1679273
fivn	1288847
rmyhy	1636804
wynn	1174922
fnf	1331875
lkq	1065696
znga	1439404
cchgy	1558633
wrk	1732845
rpm	110621
hwm	4281
uhs	352915
iliay	1570932
lii	1069202
kotmy	1543727
lazr	1758057
iclr	1060955
tap	24545
stbfy	1587200
qdel	353569
wb	1595761
bill	1786352
ndsn	72331
cnpay	1450278
axon	1069183
dar	916540
cna	21175
mtn	812011
fyrty	1452190
kl	1713443
xpo	1166003
aal	6201
pcty	1591698
fslr	1274494
pega	1013857
smtoy	95227
dnb	1799208
mhk	851968
txt	217346
rdeiy	1438654
nwl	814453
ahexy	1446251
nrg	1013871
bch	1161125
bwa	908255
shmay	1555379
cboe	1374310
morn	1289419
cea	1030475
aap	1158449
emraf	1127248
ttc	737758
cpt	906345
dada	1793862
uelmo	100826
mos	1285785
cheoy	1453930
alle	1579241
pwr	1050915
wlk	1262823
sklz	1801661
rdy	1135951
plan	1540755
bldp	1453015
sna	91440
aqn	1174169
teck	886986
vst	1692819
amh	1562401
nbix	914475
surry	1556607
abmrf	1784384
rh	1528849
frfhf	915191
ozon	1822829
ivz	914208
nvta	1501134
bsac	1027552
rohcy	1442653
au	1067428
mmp	1126975
fnd	1507079
xyigy	1508669
mrtx	1576263
gwre	1528396
ipg	51644
bepc	1791863
five	1177609
rare	1515673
hsic	1000228
hst	1070750
irm	1020569
wsm	719955
mgp	1656936
glpi	1575965
gl	320335
bfam	1437578
ntra	1604821
wso	105016
dox	1062579
mnso	1815846
dbx	1467623
amed	896262
lea	842162
curlf	1756770
slfpy	1370418
bg	1144519
ksryy	1668501
uhal	4457
mrvi	1823239
wu	1365135
cms-pb	201533
gfl	1780232
pen	1321732
kof	910631
efgsy	1445153
cf	1324404
ts	1190723
iaugy	1206571
cone	1553023
fang	1539838
bhc	885590
slv	1330568
flex	866374
azpn	929940
kgc	701818
dlb	1308547
cold	1455863
ebr	1439124
mksi	1049502
pnr	77360
iivi	820318
aos	91142
nkla	1731289
acsay	1448375
cx	1076378
iphi	1160958
lnc	59558
sbny	1288784
lad	1023128
sfix	1576942
brkr	1109354
sjr	932872
armk	1584509
rp	1286225
sgpyy	1253494
tpr	1116132
smar	1366561
lpla	1397911
phys	1477049
twst	1581280
sci	89089
ewbc	1069157
oc	1370946
st	1477294
vedl	1370431
wilyy	1436673
prymy	1437672
atr	896622
jazz	1232524
grpty	1395167
wex	1309108
cib	1071371
hubb	48898
fate	1434316
agco	880266
pnw	764622
agnc	1423689
dnfgy	1454473
ni	1111711
cien	936395
hegiy	1449217
vir	1706431
aseky	1450206
shwgy	1505223
re	1095073
lmnd	1691421
aeg	769218
ayx	1689923
ohi	888491
lamr	1090425
deck	910521
pso	938323
ipxhy	1309035
dnli	1714899
stor	1538990
gfi	1172724
gntx	355811
oukpy	1436786
zayo	1608249
lspd	1823306
nyt	71691
spwr	867773
che	19584
arwr	879407
bb	1070235
ions	874015
jnpr	1043604
sid	1049659
nlsn	1492633
mcfe	1783317
wynmy	1480134
y	775368
cma	28412
bldr	1316835
ehc	785161
magoy	1437144
expi	1495932
asnd	1612042
prah	1613859
afg	1042046
amwl	1393584
ocft	1780531
ach	1161611
reg	910606
cbsh	22356
aci	1646972
fvrr	1762301
alv	1034670
iaa	1745041
aiz	1267238
synh	1610950
glob	1557860
ath	1527469
sommy	1409236
klycy	1449614
seic	350894
lnegy	1437041
levi	94845
rhi	315213
nfe	1749723
ver	1507385
fhn	36966
csl	790051
rnr	913144
jll	1037976
chdn	20212
rdfn	1382821
yy	1530238
mdiby	1379481
ev	350797
mbt	1115837
asgly	7646
acm	868857
midd	769520
woof	1826470
adpt	1478320
paas	771992
bl	1666134
dci	29644
rs	861884
ugi	884614
ua	1336917
arw	7536
bmrry	1671235
pfpt	1212458
gps	39911
mlco	1381640
rl	1037038
clf	764065
atdry	1647435
uthr	1082554
g	1398659
cog	858470
vno	899689
acad	1070494
arcc	1287750
shc	1822479
rtmvy	1516536
stld	1022671
shtdy	1556605
zion	109380
manh	1056696
shpmy	1570300
isuzy	763665
api	1802883
lpl	1290109
adt	1703056
chng	1756497
wwd	108312
lite	1633978
dseey	1481045
dq	1477641
clr	732834
site	1650729
rga	898174
voya	1535929
srpt	873303
allk	1564824
wal	1212545
clzny	1366235
kim	879101
nclh	1513761
qtwo	1410384
rgld	85535
fcel	886128
grub	1594109
aval	1504764
pii	931015
bbio	1743881
xlrn	1280600
tokuy	1131652
fupby	1534043
flir	354908
angi	1705110
pe	1594466
bsmx	1698287
ccozy	1398879
sc	1580608
nnn	751364
cube	1298675
tdhoy	1288098
usfd	1665918
icl	941221
exel	939767
aacay	1447647
leco	59527
hllgy	1674534
rcm	1472595
warfy	901684
kajmy	1446660
hmtly	353990
bld	1633931
casy	726958
dct	1160951
tiscy	773917
glpg	1421876
ggb	1073404
bc	14930
kss	885639
knx	1492691
ssl	314590
h	1468174
crcby	1553915
bgaoy	1325378
onem	1404123
ttek	831641
bery	1378992
tgtx	1001316
ares	1176948
eeft	1029199
itt	216228
kod	1468748
rba	1046102
rexr	1571283
vlpny	1378984
irdm	1418819
see	1012100
ncno	1566895
jsgry	1442656
vrt	1674101
hocff	1450349
snphy	1501108
frt	34903
cae	1173382
asomy	1492075
an	350698
krc	1025996
axta	1616862
cacc	885550
suopy	1347141
tfii	1588823
cciv	1811210
ora	1296445
ogfgy	845033
tho	730263
dxc	1688568
tpl	1811074
iova	1425205
hqy	1428336
cakfy	1446707
pstg	1474432
halo	1159036
pfgc	1618673
vopky	1452188
trgp	1389170
sdgr	1490978
omf	1584207
gtbif	1795139
pacb	1299130
jbl	898293
hii	1501585
gwr	1012620
osk	775158
rykky	1592049
azek	1782754
mat	63276
plnt	1637207
tmx	1428875
sjmhy	1599962
hrc	47518
cybr	1598110
hta	1360604
reyn	1786431
lhcg	1303313
pb	1068851
tol	794170
phi	78150
ntnx	1618732
nep	1603145
cdk	1609702
cpri	1530721
airc	1820877
avir	1593899
eslt	1027664
hlf	1180262
lfus	889331
mdla	1540184
olli	1639300
post	1530950
be	1664703
alk	766421
lsi	944314
oge	1021635
cd	1807192
hog	793952
dks	1089063
msa	66570
fizz	69891
ebs	1367644
neo	1077183
wes	1423902
paa	1070423
srcl	861878
japsy	318269
wms	1604028
fsv	1637810
mstr	1050446
prlb	1443669
huya	1728190
gmed	1237831
itvpy	1283708
jef	96223
caci	16058
colm	1050797
slab	1038074
tptx	1595893
hele	916789
hun	1307954
faf	1472787
bncdy	1667075
asmvy	1447945
dooo	1748797
gbtc	1588489
sekey	1261759
mtz	15615
htcmy	1446648
tcf	19612
fcnca	798941
cor	1490892
tkr	98362
clgx	36047
brks	933974
zhuzy	1556616
mrwsy	1446128
felty	1447250
pac	1347557
timb	1826168
wf	1264136
osagy	1603194
prgo	1585364
pvh	78239
son	91767
yeti	1670592
cfr	39263
lscc	855658
hae	313143
bj	1531152
pbct	1378946
ccj	1009001
enggy	1446294
tndm	1438133
brthy	14595
mro	101778
acc	1283630
jhg	1274173
frpt	1611647
vrns	1361113
algm	866291
nvst	1757073
beam	1745999
wrtby	1436771
virt	1592386
cnxc	1803599
mituy	1446420
frog	1800667
apa	6769
fubo	1484769
wsc	1647088
mpfry	1417695
crus	772406
hwdjy	1563177
jwn	72333
asan	1477720
tpx	1206264
nvro	1444380
iart	917520
pri	1475922
egp	49600
snv	18349
jmia	1756708
chh	1046311
qlys	1107843
clov	1801170
psth	1811882
diisy	1563255
vnt	1786842
ektay	1451160
ori	74260
psxp	1572910
nati	935494
mpln	1793229
roymy	1592438
gfszy	1438927
saic	1571123
ffin	36029
insp	1609550
upwk	1627475
cnvvy	1694271
leg	58492
bpmc	1597264
wh	1722684
fr	921825
hnp	929058
stwd	1465128
sf	720672
sdc	1775625
four	1794669
dm	1754820
txrh	1289460
skx	1065837
lstr	853816
vrnt	1166388
shmuy	1564228
mdu	67716
tx	1342874
appf	1433195
cert	1827090
thc	70318
posh	1825480
root	1788882
hbi	1359841
bigc	1626450
vac	1524358
apps	317788
lesl	1821806
nxst	1142417
kt	892450
wpx	1518832
btg	1429937
vnet	1508475
qrtea	1355096
dsgx	1050140
mp	1801368
bokf	875357
irtc	1388658
pnfp	1115055
vrm	1580864
cmhhy	1446751
bwxt	1486957
tenb	1660280
rbc	82811
swi	1739942
ramp	733269
arry	1820721
sail	1627857
nkrky	1436790
foxf	1424929
slm	1032033
man	871763
omcl	926326
amg	1004434
byd	906553
aer	1378789
tuify	1342875
sbs	1170858
enic	1659939
upst	1647639
tnet	937098
brx	1581068
abcm	1492074
bhvn	1689813
orcc	1655888
aemmy	1437776
feye	1370880
powi	833640
ash	1674862
gil	1061894
malry	1537280
coty	1024305
asr	1123452
upchy	1447772
fold	1178879
ssb	764038
allo	1737287
eme	105634
ingr	1046257
dava	1656081
kwr	81362
bpop	763901
gshd	1726978
tfsl	1381668
cohr	21510
pag	1019849
ag	1308648
staa	718937
medp	1668397
nov	1021860
crox	1334036
dei	1364250
exp	918646
wk	1445305
hhc	1498828
ozk	1569650
nycb	910073
esnt	1448893
acia	1651235
sepjy	1518521
smtc	88941
cuz	25232
unm	5513
ddd	910638
lpro	1806201
sage	1597553
saia	1177702
adrzy	1436467
tkc	1071321
verx	1806837
lanc	57515
ppc	802481
shi	908732
flo	1128928
auy	1264089
drvn	1804745
kzmyy	1438929
nari	1531048
eidx	1731831
kmpr	860748
tcnnf	1754195
tsuky	702257
achc	1520697
newr	1448056
cvet	1752836
mms	1032220
prsp	1724670
alrm	1459200
fls	30625
eqt	33213
wkhs	1425287
rxn	1439288
shak	1620533
bbavy	1399224
ftdr	1727263
ay	1601072
esgr	1363829
fti	1681459
fl	850209
iipr	1677576
bzzuy	1437774
evbg	1437352
npsky	354470
alsn	1411207
rpd	1560327
cldr	1535379
hli	1302215
gbci	868671
bli	1689657
aciw	935036
stag	1479094
jcom	1084048
al	1487712
ensg	1125376
rnmby	1450345
cbpo	1369868
evr	1360901
wen	30697
m	794367
cr	25445
wing	1636222
mzday	1447122
rlay	1812364
asgn	890564
cfx	1420800
ccmp	1102934
fhtf	1764443
hasi	1561894
hfc	48039
jobs	1295484
src	1308606
fgen	921299
slg	1040971
ayi	1144215
amc	1411579
novt	1076930
hcm	1648257
jblu	1158463
dufry	1546354
xrx	1770450
cw	26324
wwe	1091907
arna	1080709
ncr	70866
nomd	1651717
isday	1224306
ida	1057877
eh	1759783
jamf	1721947
neu	1282637
band	1514416
msm	1003078
trup	1371285
vvv	1674910
xec	1168054
gwph	1351288
tv	912892
ugp	1094972
trip	1526520
nova	1772695
cc	1627223
rli	84246
expo	851520
nav	808450
snx	1177394
pfsi	1745916
lpx	60519
clh	822818
roll	1324948
laz	1311370
mxchy	1435969
esi	1590714
neog	711377
altr	1701732
cef	1726122
crnc	1768267
doyu	1762417
gtls	892553
lpsn	1102993
wbs	801337
gpk	1408075
stmp	1082923
ryn	52827
dqws	1652561
swch	1710583
rxt	1810019
uso	1327068
goco	1808220
env	1337619
qts	1577368
knsl	1669162
cydy	1175680
ubsi	729986
mtsi	1493594
ovv	1792580
icui	883984
apnhy	1454177
kbr	1357615
dcp	1338065
imvt	1764013
shlx	1610466
cig	1157557
wdfc	105132
tree	1434621
ride	1759546
hims	1773751
pnm	1108426
nea	1195737
gtes	1718512
hr	899749
pinc	1577916
pgny	1551306
vly	714310
krnt	1625791
mgni	1595974
wts	795403
aeis	927003
fsr	1720990
pd	1568100
meggy	1487786
vmi	102729
oln	74303
ntla	1652130
imab	1778016
hain	910406
slgn	849869
ssd	920371
thkly	1443275
ard	1689662
thg	944695
pbsfy	1137849
yala	1794350
stn	1131383
kbh	795266
mtg	876437
hlne	1433642
tpdky	1436652
unf	717954
swtx	1773427
wygpy	1450021
swav	1642545
adc	917251
wcc	929008
aagh	1098009
jbgs	1689796
ccxi	1340652
lope	1434588
gkos	1192448
ajrd	40888
amkr	1047127
msgs	1636519
opk	944809
nrz	1556593
rsi	1793659
celh	1341766
srne	850261
gulry	1449218
bcauy	891765
x	1163302
bxmt	1061630
go	1771515
trno	1476150
dao	1781753
hiw	921082
inov	1619954
apha	1733418
mrcy	1049521
edit	1650664
fcn	887936
cdna	1217234
czz	1402902
safe	1688852
cri	1060822
vvnt	1713952
ssrm	921638
cbd	1038572
apam	1517302
aaon	824142
wynd	1361658
pk	1617406
axs	1214816
regi	1463258
sigi	230557
ahco	1725255
ogs	1587732
wimhy	1451554
gra	1045309
nghc	1578735
affs	1365555
hl	719413
ptct	1070081
msp	1724570
por	784977
awi	7431
sndr	1692063
diod	29002
vicr	751978
mor	1340243
goos	1690511
hypmy	1486749
mlluy	1485888
insm	1104506
am	1623925
psb	866368
nvt	1720635
tls	320121
tigo	912958
sgms	750004
maury	62919
eght	1023731
reta	1358762
bkh	1130464
doc	1574540
rdn	890926
bak	1071438
aeo	919012
jbt	1433660
cit	1171825
vc	1111335
nfg	70145
avnt	1122976
hxl	717605
nktr	906709
amba	1280263
mtls	1091223
rhp	1040829
pacw	1102112
spr	1364885
eye	1710155
seb	88121
bbby	886158
itri	780571
seer	1726445
avt	8858
vldr	1745317
dnmr	1779020
viav	912093
he	354707
arvn	1655759
cigi	913353
psn	275880
goev	1750153
ttec	1013880
kurry	1446655
stl	1070154
svmk	1739936
opch	1014739
tgna	39899
ens	1289308
sem	1320414
grp-un	1564538
bmch	1574815
cron	1656472
spsc	1092699
nvg	1090116
syna	817720
mant	892537
sbra	1492298
sabr	1597033
carg	1494259
ocdx	1828443
ifs	1615903
bcpc	9326
